X,Y,Z,Timestamp
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
0.1422119140625,0.10184326171875001,-0.1556396484375,1710421121047
-0.010998535156250001,-0.01588134765625,-0.00041503906250000004,1710421121141
-0.018579101562500002,0.0020019531250000003,-0.019665527343750003,1710421121249
0.0032470703125,0.0037719726562500003,0.0253662109375,1710421121363
-0.00830078125,0.002685546875,-0.01070556640625,1710421121461
0.008984375000000001,-0.0007690429687500001,-0.00865478515625,1710421121576
0.01622314453125,-0.0045532226562500005,0.012609863281250001,1710421121647
-0.00814208984375,0.00599365234375,-0.01556396484375,1710421121760
-0.00194091796875,-0.00257568359375,0.00211181640625,1710421121863
-0.0038330078125000003,0.002392578125,0.00726318359375,1710421121962
0.00643310546875,0.0007080078125000001,-0.0040283203125,1710421122064
-0.00257568359375,-0.0058837890625,-0.0055297851562500005,1710421122170
-0.010266113281250001,0.0048828125,0.02652587890625,1710421122257
0.004052734375,0.00115966796875,-0.015234375000000001,1710421122365
0.0063842773437500005,-0.0024047851562500003,-0.0268310546875,1710421122463
0.01317138671875,-0.0029052734375,0.03099365234375,1710421122567
-0.0079345703125,-0.00125732421875,-0.010400390625,1710421122665
-0.00927734375,0.005029296875,0.0000244140625,1710421122766
-0.00008544921875000001,-0.0008300781250000001,0.000390625,1710421122867
-0.0030761718750000003,-0.0033813476562500003,-0.0138427734375,1710421122963
0.006787109375,0.0045532226562500005,0.029797363281250003,1710421123068
0.00008544921875000001,0.005810546875,-0.0095703125,1710421123167
-0.0039306640625,-0.00390625,-0.012451171875,1710421123267
0.0009765625,0.00079345703125,0.00733642578125,1710421123365
-0.0044921875000000005,0.0012329101562500002,0.0000244140625,1710421123466
-0.00628662109375,-0.003173828125,-0.0191650390625,1710421123572
0.00740966796875,-0.00081787109375,0.01214599609375,1710421123667
-0.00526123046875,0.0028564453125000003,0.012304687500000001,1710421123771
0.0006225585937500001,-0.00028076171875000003,-0.01229248046875,1710421123869
0.00963134765625,-0.0043701171875000005,0.0044921875000000005,1710421123971
0.0013427734375,0.00146484375,-0.00318603515625,1710421124070
-0.0049072265625,0.0033935546875,-0.00836181640625,1710421124174
0.0091796875,-0.00836181640625,-0.00357666015625,1710421124275
-0.01190185546875,0.011022949218750001,0.01768798828125,1710421124369
-0.013330078125,-0.00162353515625,-0.009106445312500001,1710421124474
0.015051269531250001,-0.006591796875,-0.00101318359375,1710421124572
-0.0010009765625000001,0.00030517578125,0.00017089843750000002,1710421124676
-0.0065063476562500005,0.00263671875,-0.0044311523437500005,1710421124772
0.0069580078125,0.0008300781250000001,0.020458984375000003,1710421124872
-0.0025390625,-0.0027954101562500003,-0.024731445312500003,1710421124973
-0.0056518554687500005,0.00478515625,0.00509033203125,1710421125073
0.0015869140625,-0.00120849609375,0.0057739257812500005,1710421125175
0.006298828125,-0.005078125,0.0071533203125,1710421125273
0.0086669921875,0.00052490234375,-0.00281982421875,1710421125373
